Year,Facility,Class,All Delays,All Avg. min.,all Total min.,Weather Number of Delays,Weather avg,Weather total,volume number of delays,volume avg,volume total,Equipment number of delays,Equipment avg.,Equipment total,runway number of delays,runway avg.,runway total,Other number of delays,other avg.,other total
2012,PSP,Towers with Radar,8,26,211,2,33,66,1,21,21,4,27,108,0,0,0,1,16,16
2012,PVD,Combined TRACON & Tower with Radar,9,61,546,4,99,396,2,35,70,0,0,0,0,0,0,3,27,80
2012,RDU,Combined TRACON & Tower with Radar,15,29,439,12,29,345,1,21,21,0,0,0,0,0,0,2,37,73
2012,RFD,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,RSW,Combined TRACON & Tower with Radar,23,32,728,10,34,336,6,29,173,0,0,0,0,0,0,7,31,219
2012,SAN,Towers with Radar,578,29,16605,231,37,8554,217,21,4648,13,29,374,103,27,2738,14,21,291
2012,SAT,Combined TRACON & Tower with Radar,59,63,3746,11,42,466,0,0,0,16,27,436,8,86,684,24,90,2160
2012,SDF,Combined TRACON & Tower with Radar,78,72,5582,77,72,5557,0,0,0,1,25,25,0,0,0,0,0,0
2012,SEA,Towers with Radar,115,35,4074,106,37,3886,3,19,56,0,0,0,0,0,0,6,22,132
2012,SFO,Towers with Radar,26178,71,1870460,21309,77,1631504,928,20,19023,8,16,126,3068,62,190056,865,34,29751
2012,SJC,Towers with Radar,8,25,200,1,30,30,2,21,41,0,0,0,2,16,31,3,33,98
2012,SJU,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SLC,Towers with Radar,150,23,3445,59,24,1425,13,17,221,0,0,0,66,24,1553,12,21,246
2012,SMF,Towers with Radar,6,36,214,0,0,0,0,0,0,0,0,0,0,0,0,6,36,214
2012,SNA,Towers with Radar,500,19,9504,7,22,157,26,20,513,3,22,65,455,19,8536,9,26,233
2012,STL,Towers with Radar,4,27,107,4,27,107,0,0,0,0,0,0,0,0,0,0,0,0
2012,TEB,Towers with Radar,1714,44,75149,548,47,25599,629,41,25857,25,68,1691,498,44,21669,14,24,333
2012,TPA,Combined TRACON & Tower with Radar,124,25,3084,61,28,1678,12,22,259,0,0,0,2,19,38,49,23,1109
2012,TUS,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,VNY,Towers with Radar,45,22,1008,3,31,93,27,22,605,2,24,47,0,0,0,13,20,263
2013,ABQ,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,ANC,Towers with Radar,98,25,2477,62,29,1767,20,19,378,0,0,0,1,19,19,15,21,313
2013,ATL,Towers with Radar,14413,50,720498,11856,55,656712,1768,22,39279,1,18,18,634,34,21687,154,18,2802
2013,AUS,Combined TRACON & Tower with Radar,14,88,1232,12,98,1172,2,30,60,0,0,0,0,0,0,0,0,0
2013,BDL,Towers with Radar,5,22,108,1,26,26,1,18,18,0,0,0,0,0,0,3,21,64
2013,BHM,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,BNA,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,BOS,Towers with Radar,5180,55,284487,4880,57,277820,119,22,2627,0,0,0,87,22,1948,94,22,2092
2013,BUF,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,BUR,Towers with Radar,2,27,53,1,18,18,1,35,35,0,0,0,0,0,0,0,0,0
2013,BWI,Towers with Radar,485,52,25414,325,67,21919,134,21,2875,8,22,176,5,20,98,13,27,346
2013,CLE,Combined TRACON & Tower with Radar,147,51,7434,118,56,6596,8,30,240,15,31,464,0,0,0,6,22,134
2013,CLT,Combined TRACON & Tower with Radar,5655,36,201061,2523,48,120865,2617,24,62720,23,22,514,118,26,3096,374,37,13866
2013,CVG,Combined TRACON & Tower with Radar,55,21,1132,17,24,408,0,0,0,0,0,0,38,19,724,0,0,0
2013,DAL,Towers with Radar,348,50,17352,296,55,16137,24,19,453,0,0,0,13,19,246,15,34,516
2013,DAY,Towers with Radar,3,19,57,0,0,0,0,0,0,0,0,0,0,0,0,3,19,57
2013,DCA,Towers with Radar,3889,44,172307,1611,70,111977,1775,22,39218,0,0,0,106,25,2688,397,46,18424
2013,DEN,Towers with Radar,4609,70,320577,4492,71,317413,76,24,1859,0,0,0,20,41,817,21,23,488
2013,DFW,Towers with Radar,1982,66,131242,1847,69,127878,66,22,1477,13,38,498,1,16,16,55,25,1373
2013,DTW,Towers with Radar,4082,33,135448,2007,48,95815,326,22,7276,7,21,148,1633,18,29698,109,23,2511
2013,EWR,Towers with Radar,30084,64,1918997,23876,72,1710860,4733,24,114197,386,54,20963,311,30,9472,778,82,63505
2013,FLL,Towers with Radar,4756,37,173834,955,43,40656,1202,21,24995,8,17,136,2539,42,106485,52,30,1562
2013,HNL,Towers with Radar,33,27,877,2,35,69,7,38,267,0,0,0,14,20,283,10,26,258
2013,HOU,Towers with Radar,306,62,18918,203,66,13369,103,54,5549,0,0,0,0,0,0,0,0,0
2013,HPN,Towers with Radar,306,40,12323,100,46,4648,169,37,6295,1,22,22,5,22,109,31,40,1249
2013,IAD,Towers with Radar,528,40,20995,229,61,13893,233,23,5420,2,16,31,19,22,410,45,28,1241
2013,IAH,Towers with Radar,1932,38,74088,1586,37,58072,186,24,4537,0,0,0,34,23,773,126,85,10706
2013,IND,Combined TRACON & Tower with Radar,12,53,630,12,53,630,0,0,0,0,0,0,0,0,0,0,0,0
2013,ISP,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,JAX,Combined TRACON & Tower with Radar,5,34,171,0,0,0,4,29,116,0,0,0,0,0,0,1,55,55
2013,JFK,Towers with Radar,14227,59,833765,11271,64,723018,1865,24,45199,11,29,319,750,70,52493,330,39,12736
2013,LAS,Towers with Radar,5514,42,230500,2436,67,163456,1183,20,24140,23,56,1281,1622,23,36566,250,20,5057
2013,LAX,Towers with Radar,2983,38,112866,737,38,28271,923,23,21429,12,26,317,649,32,20992,662,63,41857
2013,LGA,Towers with Radar,35403,54,1914659,22194,69,1536406,11454,25,287578,3,24,71,703,53,37017,1049,51,53587
2013,LGB,Towers with Radar,11,26,288,1,21,21,9,25,229,0,0,0,0,0,0,1,38,38
2013,MCI,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MCO,Towers with Radar,99,39,3858,74,44,3290,22,22,493,0,0,0,0,0,0,3,25,75
2013,MDW,Towers with Radar,1249,54,67073,929,63,58268,250,25,6338,0,0,0,40,39,1570,30,30,897
2013,MEM,Towers with Radar,488,44,21646,390,46,17890,22,21,465,0,0,0,76,43,3291,0,0,0
2013,MHT,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MIA,Combined TRACON & Tower with Radar,1486,28,41417,981,32,31112,400,19,7583,5,22,110,37,18,657,63,31,1955
2013,MKE,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MSP,Towers with Radar,1099,72,79296,1032,75,77188,31,36,1115,0,0,0,10,23,230,26,29,763
2013,MSY,Combined TRACON & Tower with Radar,2,28,56,0,0,0,2,28,56,0,0,0,0,0,0,0,0,0
2013,OAK,Towers with Radar,64,42,2682,18,55,994,7,24,166,0,0,0,27,45,1223,12,25,299
2013,OGG,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,OMA,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,ONT,Towers with Radar,3,29,88,0,0,0,0,0,0,0,0,0,1,22,22,2,33,66
2013,ORD,Towers with Radar,30920,65,2007350,25898,73,1883437,2669,21,55582,172,26,4501,1353,24,32324,828,38,31506
2013,PBI,Combined TRACON & Tower with Radar,114,33,3787,3,32,95,109,33,3627,0,0,0,1,15,15,1,50,50
2013,PDX,Towers with Radar,46,41,1897,31,22,685,2,17,33,0,0,0,12,97,1160,1,19,19
2013,PHL,Combined TRACON & Tower with Radar,20673,60,1238214,17742,65,1159640,2594,25,65308,0,0,0,30,18,528,307,41,12738
2013,PHX,Towers with Radar,2355,22,51459,734,26,19233,994,19,18989,16,36,574,486,19,9235,125,27,3428
2013,PIT,Combined TRACON & Tower with Radar,26,30,782,16,35,560,1,16,16,0,0,0,0,0,0,9,23,206
2013,PSP,Towers with Radar,21,34,719,7,38,263,1,44,44,11,26,283,1,97,97,1,32,32
2013,PVD,Combined TRACON & Tower with Radar,9,39,352,2,55,109,2,19,38,0,0,0,5,41,205,0,0,0
2013,RDU,Combined TRACON & Tower with Radar,5,35,173,4,37,147,1,26,26,0,0,0,0,0,0,0,0,0
2013,RFD,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,RSW,Combined TRACON & Tower with Radar,26,31,798,18,34,614,3,27,81,0,0,0,0,0,0,5,21,103
2013,SAN,Towers with Radar,461,30,13837,123,37,4608,195,26,5100,0,0,0,100,31,3099,43,24,1030
2013,SAT,Combined TRACON & Tower with Radar,14,38,536,12,41,497,0,0,0,0,0,0,2,20,39,0,0,0
2013,SDF,Combined TRACON & Tower with Radar,104,46,4832,104,46,4832,0,0,0,0,0,0,0,0,0,0,0,0
2013,SEA,Towers with Radar,213,25,5232,194,24,4715,0,0,0,0,0,0,1,16,16,18,28,501
2013,SFO,Towers with Radar,21772,69,1511440,16238,73,1178799,584,23,13360,26,25,647,3042,60,181232,1882,73,137402
2013,SJC,Towers with Radar,34,58,1966,28,64,1803,1,64,64,0,0,0,5,20,99,0,0,0
2013,SJU,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,SLC,Towers with Radar,495,67,33184,394,75,29663,4,23,93,0,0,0,61,40,2417,36,28,1011
2013,SMF,Towers with Radar,4,24,94,1,20,20,0,0,0,0,0,0,0,0,0,3,25,74
2013,SNA,Towers with Radar,364,19,6902,2,32,64,21,20,424,1,22,22,327,19,6106,13,22,286
2013,STL,Towers with Radar,14,40,556,14,40,556,0,0,0,0,0,0,0,0,0,0,0,0
2013,TEB,Towers with Radar,2650,42,112548,450,61,27485,1124,36,40596,0,0,0,918,43,39350,158,32,5117
2013,TPA,Combined TRACON & Tower with Radar,108,29,3102,62,30,1852,5,20,99,0,0,0,31,31,956,10,20,195
2013,TUS,Towers with Radar,2,23,45,0,0,0,1,22,22,0,0,0,0,0,0,1,23,23
2013,VNY,Towers with Radar,43,22,956,2,15,30,29,22,648,0,0,0,2,22,44,10,23,234
2014,ABQ,Combined TRACON & Tower with Radar,1,21,21,1,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2014,ANC,Towers with Radar,126,25,3118,28,28,773,2,18,35,0,0,0,70,23,1606,26,27,704
2014,ATL,Towers with Radar,7707,40,308156,5412,47,254851,1178,23,27416,1,15,15,1051,23,24489,65,21,1385
2014,AUS,Combined TRACON & Tower with Radar,4,53,213,4,53,213,0,0,0,0,0,0,0,0,0,0,0,0
2014,BDL,Towers with Radar,6,22,129,0,0,0,2,21,41,0,0,0,0,0,0,4,22,88
2014,BHM,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,BNA,Combined TRACON & Tower with Radar,3,25,75,3,25,75,0,0,0,0,0,0,0,0,0,0,0,0
2014,BOS,Towers with Radar,6821,51,348725,6114,55,333869,355,20,7271,0,0,0,222,22,4827,130,21,2758
2014,BUF,Combined TRACON & Tower with Radar,1,26,26,1,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2014,BUR,Towers with Radar,24,23,556,0,0,0,13,23,305,0,0,0,0,0,0,11,23,251
2014,BWI,Towers with Radar,736,33,23923,192,65,12574,118,22,2630,0,0,0,380,20,7785,46,20,934
2014,CLE,Combined TRACON & Tower with Radar,19,62,1169,19,62,1169,0,0,0,0,0,0,0,0,0,0,0,0
2014,CLT,Combined TRACON & Tower with Radar,3553,32,115252,1639,45,74162,1684,21,35441,45,28,1282,100,23,2311,85,24,2056
2014,CVG,Combined TRACON & Tower with Radar,15,22,336,0,0,0,0,0,0,0,0,0,15,22,336,0,0,0
2014,DAL,Towers with Radar,211,36,7669,194,37,7187,11,32,352,0,0,0,4,17,69,2,31,61
2014,DAY,Towers with Radar,3,17,50,0,0,0,0,0,0,0,0,0,0,0,0,3,17,50
2014,DCA,Towers with Radar,4237,33,137982,1777,49,86965,2291,21,47228,0,0,0,64,22,1388,105,23,2401
2014,DEN,Towers with Radar,4114,63,260022,3948,65,254979,15,24,358,21,23,478,57,23,1301,73,40,2906
2014,DFW,Towers with Radar,2922,75,220299,2546,83,211757,134,18,2370,0,0,0,107,20,2092,135,30,4080
2014,DTW,Towers with Radar,2498,41,102765,1702,50,84287,383,23,8694,45,22,990,303,24,7311,65,23,1483
2014,EWR,Towers with Radar,26934,61,1647268,14684,73,1076955,2911,26,75462,84,65,5467,9080,53,483425,175,34,5959
2014,FLL,Towers with Radar,6110,42,259424,343,30,10402,786,20,16073,39,25,984,4900,47,230854,42,26,1111
2014,HNL,Towers with Radar,38,31,1171,6,20,120,0,0,0,0,0,0,7,51,358,25,28,693
2014,HOU,Towers with Radar,341,52,17592,230,61,14113,110,31,3439,0,0,0,0,0,0,1,40,40
2014,HPN,Towers with Radar,577,44,25299,117,58,6789,389,43,16582,0,0,0,7,26,182,64,27,1746
2014,IAD,Towers with Radar,418,42,17578,240,54,13020,137,27,3653,3,20,60,4,19,75,34,23,770
2014,IAH,Towers with Radar,3807,55,208018,2868,62,178600,314,25,7849,0,0,0,128,20,2552,497,38,19017
2014,IND,Combined TRACON & Tower with Radar,9,54,487,9,54,487,0,0,0,0,0,0,0,0,0,0,0,0
2014,ISP,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,JAX,Combined TRACON & Tower with Radar,9,23,210,1,24,24,8,23,186,0,0,0,0,0,0,0,0,0
2014,JFK,Towers with Radar,15563,51,796275,10188,61,621594,3439,29,98663,202,39,7861,1226,42,52053,508,32,16104
2014,LAS,Towers with Radar,4073,48,193851,2846,59,166982,669,20,13454,0,0,0,350,22,7845,208,27,5570
2014,LAX,Towers with Radar,5303,28,147584,1261,36,44836,2134,21,43994,6,23,137,1512,32,48267,390,27,10350
2014,LGA,Towers with Radar,37234,47,1760955,20547,64,1307394,14264,25,357575,307,69,21040,1302,39,50302,814,30,24644
2014,LGB,Towers with Radar,22,27,602,4,31,123,13,19,245,0,0,0,2,24,47,3,62,187
2014,MCI,Combined TRACON & Tower with Radar,8,19,152,8,19,152,0,0,0,0,0,0,0,0,0,0,0,0
2014,MCO,Towers with Radar,211,42,8861,183,45,8162,28,25,699,0,0,0,0,0,0,0,0,0
2014,MDW,Towers with Radar,1988,44,86925,628,58,36266,381,27,10165,968,42,40246,2,28,56,9,21,192
2014,MEM,Towers with Radar,157,49,7669,155,49,7639,2,15,30,0,0,0,0,0,0,0,0,0
2014,MHT,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,MIA,Combined TRACON & Tower with Radar,1786,27,47640,845,34,28381,678,19,12970,50,31,1570,115,22,2478,98,23,2241
2014,MKE,Combined TRACON & Tower with Radar,1,81,81,0,0,0,0,0,0,1,81,81,0,0,0,0,0,0
2014,MSP,Towers with Radar,1625,68,110066,1490,71,106437,81,25,2031,0,0,0,0,0,0,54,30,1598
2014,MSY,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,OAK,Towers with Radar,135,21,2784,8,25,197,46,21,948,1,55,55,53,19,1022,27,21,562
2014,OGG,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,OMA,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ONT,Towers with Radar,9,20,182,0,0,0,0,0,0,1,22,22,7,20,139,1,21,21
2014,ORD,Towers with Radar,36869,57,2102157,22565,68,1534160,7070,21,151243,5392,68,368535,838,22,18402,1004,30,29817
2014,PBI,Combined TRACON & Tower with Radar,197,43,8505,34,54,1841,162,41,6630,0,0,0,0,0,0,1,34,34
2014,PDX,Towers with Radar,23,25,572,7,24,168,0,0,0,15,25,381,0,0,0,1,23,23
2014,PHL,Combined TRACON & Tower with Radar,15969,59,947632,13377,65,873791,2344,27,62592,9,24,215,28,21,592,211,49,10442
2014,PHX,Towers with Radar,2574,24,63002,819,36,29465,1521,18,27683,0,0,0,140,22,3116,94,29,2738
2014,PIT,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,PSP,Towers with Radar,4,24,95,0,0,0,2,17,34,0,0,0,0,0,0,2,31,61
2014,PVD,Combined TRACON & Tower with Radar,5,36,179,1,65,65,2,21,41,0,0,0,0,0,0,2,37,73
2014,RDU,Combined TRACON & Tower with Radar,11,60,658,11,60,658,0,0,0,0,0,0,0,0,0,0,0,0
2014,RFD,Combined TRACON & Tower with Radar,1,86,86,0,0,0,0,0,0,0,0,0,0,0,0,1,86,86
2014,RSW,Combined TRACON & Tower with Radar,56,51,2851,39,54,2106,3,17,51,11,53,580,0,0,0,3,38,114
2014,SAN,Towers with Radar,615,23,14223,182,27,4978,336,20,6674,0,0,0,50,26,1294,47,27,1277
2014,SAT,Combined TRACON & Tower with Radar,69,42,2931,50,47,2341,3,23,70,0,0,0,16,33,520,0,0,0
2014,SDF,Combined TRACON & Tower with Radar,54,47,2560,44,49,2176,1,19,19,0,0,0,9,41,365,0,0,0
2014,SEA,Towers with Radar,279,28,7726,227,29,6508,0,0,0,8,19,152,40,24,975,4,23,91
2014,SFO,Towers with Radar,26558,60,1605120,21905,66,1448351,888,23,20225,12,32,386,2564,39,100195,1189,30,35963
2014,SJC,Towers with Radar,38,32,1220,6,24,141,3,17,51,0,0,0,1,15,15,28,36,1013
2014,SJU,Towers with Radar,1,27,27,0,0,0,1,27,27,0,0,0,0,0,0,0,0,0
2014,SLC,Towers with Radar,197,40,7869,158,42,6611,5,37,187,0,0,0,31,32,990,3,27,81
2014,SMF,Towers with Radar,1,33,33,0,0,0,0,0,0,0,0,0,1,33,33,0,0,0
2014,SNA,Towers with Radar,417,19,7899,1,20,20,19,18,342,0,0,0,389,19,7299,8,30,238
2014,STL,Towers with Radar,2,25,50,2,25,50,0,0,0,0,0,0,0,0,0,0,0,0
2014,TEB,Towers with Radar,3744,44,166486,967,54,51949,2252,40,90020,0,0,0,456,46,20831,69,53,3686
2014,TPA,Combined TRACON & Tower with Radar,91,33,2980,45,37,1673,14,23,323,16,41,652,14,21,298,2,17,34
2014,TUS,Towers with Radar,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16
2014,VNY,Towers with Radar,103,30,3062,1,27,27,40,23,927,0,0,0,1,17,17,61,34,2091
2015,ABQ,Combined TRACON & Tower with Radar,2,38,76,0,0,0,0,0,0,0,0,0,0,0,0,2,38,76
2015,ANC,Towers with Radar,165,21,3524,21,19,390,69,21,1432,0,0,0,44,24,1048,31,21,654
2015,ATL,Towers with Radar,8433,48,404149,6789,54,365547,1199,22,26324,40,23,932,199,21,4103,206,35,7243
2015,AUS,Combined TRACON & Tower with Radar,219,68,14842,216,68,14757,3,28,85,0,0,0,0,0,0,0,0,0
2015,BDL,Towers with Radar,20,56,1112,1,29,29,1,19,19,3,17,51,4,35,138,11,80,875
2015,BHM,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,BNA,Combined TRACON & Tower with Radar,7,59,414,6,62,374,1,40,40,0,0,0,0,0,0,0,0,0
2015,BOS,Towers with Radar,7948,48,383333,7531,50,373761,162,22,3527,0,0,0,182,22,4094,73,27,1951
2015,BUF,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,BUR,Towers with Radar,48,24,1132,1,20,20,17,26,439,0,0,0,4,23,93,26,22,580
2015,BWI,Towers with Radar,1076,41,43905,405,67,27132,146,23,3357,13,43,562,450,22,9798,62,49,3056
2015,CLE,Combined TRACON & Tower with Radar,1,19,19,0,0,0,1,19,19,0,0,0,0,0,0,0,0,0
2015,CLT,Combined TRACON & Tower with Radar,4498,31,141200,1591,46,72820,2480,21,52079,16,21,337,278,30,8405,133,57,7559
2015,CVG,Combined TRACON & Tower with Radar,70,26,1847,18,18,329,1,16,16,14,56,777,37,20,725,0,0,0
2015,DAL,Towers with Radar,411,36,14976,374,37,13973,27,26,700,0,0,0,2,18,36,8,33,267
2015,DAY,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,DCA,Towers with Radar,6397,35,223781,3287,46,151686,2678,21,55913,18,37,671,37,23,854,377,39,14657
2015,DEN,Towers with Radar,4213,55,233018,3778,58,217477,208,32,6644,0,0,0,214,40,8463,13,33,434
2015,DFW,Towers with Radar,4247,53,223891,2880,69,198578,794,18,14473,52,20,1034,475,19,8829,46,21,977
2015,DTW,Towers with Radar,2034,38,76728,1255,45,57012,414,23,9615,7,21,147,284,30,8612,74,18,1342
2015,EWR,Towers with Radar,17985,63,1128620,14433,72,1036073,2844,24,67403,36,55,1967,215,21,4413,457,41,18764
2015,FLL,Towers with Radar,202,37,7487,93,26,2418,24,19,455,0,0,0,65,44,2883,20,87,1731
2015,HNL,Towers with Radar,79,27,2138,18,35,637,29,24,705,0,0,0,12,23,281,20,26,515
2015,HOU,Towers with Radar,333,40,13450,198,45,8882,135,34,4568,0,0,0,0,0,0,0,0,0
2015,HPN,Towers with Radar,380,34,12827,31,61,1881,296,31,9229,8,48,383,0,0,0,45,30,1334
2015,IAD,Towers with Radar,929,35,32853,462,43,20064,179,22,3989,0,0,0,238,23,5471,50,67,3329
2015,IAH,Towers with Radar,4273,60,257969,3827,65,248828,210,22,4636,7,27,187,113,19,2183,116,18,2135
2015,IND,Combined TRACON & Tower with Radar,21,62,1293,21,62,1293,0,0,0,0,0,0,0,0,0,0,0,0
2015,ISP,Towers with Radar,2,27,53,0,0,0,0,0,0,2,27,53,0,0,0,0,0,0
2015,JAX,Combined TRACON & Tower with Radar,5,77,386,1,261,261,4,31,125,0,0,0,0,0,0,0,0,0
2015,JFK,Towers with Radar,17620,58,1028537,10444,68,713877,2346,26,60819,114,53,6063,4169,55,228830,547,35,18948
2015,LAS,Towers with Radar,4722,41,192356,2252,56,127177,1397,28,38691,111,22,2436,594,22,13136,368,30,10916
2015,LAX,Towers with Radar,15630,37,584364,2057,56,116206,2893,21,61220,6,19,114,10140,39,390629,534,30,16195
2015,LGA,Towers with Radar,36148,50,1802435,19330,70,1345989,15537,26,396624,4,35,139,1037,48,49866,240,41,9817
2015,LGB,Towers with Radar,9,28,254,4,34,135,4,24,96,0,0,0,0,0,0,1,23,23
2015,MCI,Combined TRACON & Tower with Radar,8,36,288,6,41,244,0,0,0,2,22,44,0,0,0,0,0,0
2015,MCO,Towers with Radar,152,47,7101,121,52,6311,31,25,790,0,0,0,0,0,0,0,0,0
2015,MDW,Towers with Radar,968,53,51237,681,59,39967,188,26,4915,3,17,52,18,19,342,78,76,5961
2015,MEM,Towers with Radar,240,47,11327,194,51,9873,11,30,331,35,32,1123,0,0,0,0,0,0
2015,MHT,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MIA,Combined TRACON & Tower with Radar,2250,22,50177,734,27,19515,1325,20,25943,43,24,1033,50,22,1104,98,26,2582
2015,MKE,Combined TRACON & Tower with Radar,1,58,58,0,0,0,1,58,58,0,0,0,0,0,0,0,0,0
2015,MSP,Towers with Radar,5514,37,202027,2740,40,110938,2619,33,86147,0,0,0,10,27,274,145,32,4668
2015,MSY,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,OAK,Towers with Radar,115,24,2753,3,20,61,33,22,726,0,0,0,38,29,1117,41,21,849
2015,OGG,Towers with Radar,2,18,35,0,0,0,0,0,0,0,0,0,2,18,35,0,0,0
2015,OMA,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ONT,Towers with Radar,32,25,804,0,0,0,20,26,526,0,0,0,10,24,235,2,22,43
2015,ORD,Towers with Radar,19744,62,1220514,13653,80,1086586,3916,20,78157,132,25,3285,889,27,23622,1154,25,28864
2015,PBI,Combined TRACON & Tower with Radar,180,70,12670,0,0,0,180,70,12670,0,0,0,0,0,0,0,0,0
2015,PDX,Towers with Radar,50,24,1214,18,22,395,3,30,89,25,25,630,2,16,31,2,35,69
2015,PHL,Combined TRACON & Tower with Radar,13645,58,793218,11530,64,741405,1779,23,40746,6,43,255,52,20,1034,278,35,9778
2015,PHX,Towers with Radar,3404,37,126927,1239,64,79822,1923,20,38554,3,31,93,109,23,2536,130,46,5922
2015,PIT,Combined TRACON & Tower with Radar,1,15,15,0,0,0,1,15,15,0,0,0,0,0,0,0,0,0
2015,PSP,Towers with Radar,41,22,906,1,18,18,17,21,359,15,24,365,0,0,0,8,21,164
2015,PVD,Combined TRACON & Tower with Radar,5,33,163,0,0,0,1,20,20,3,18,55,0,0,0,1,88,88
2015,RDU,Combined TRACON & Tower with Radar,5,26,132,0,0,0,4,20,81,0,0,0,0,0,0,1,51,51
2015,RFD,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,RSW,Combined TRACON & Tower with Radar,17,23,390,5,16,82,11,26,290,0,0,0,0,0,0,1,18,18
2015,SAN,Towers with Radar,568,36,20386,146,36,5310,298,29,8584,0,0,0,41,27,1089,83,65,5403
2015,SAT,Combined TRACON & Tower with Radar,34,49,1676,14,58,811,0,0,0,20,43,865,0,0,0,0,0,0
2015,SDF,Combined TRACON & Tower with Radar,35,56,1972,29,62,1795,2,25,49,0,0,0,0,0,0,4,32,128
2015,SEA,Towers with Radar,2566,43,111421,1873,47,87816,177,22,3974,0,0,0,487,38,18592,29,36,1039
2015,SFO,Towers with Radar,18957,56,1061735,16935,59,1007137,1031,20,20776,32,60,1906,326,48,15775,633,25,16141
2015,SJC,Towers with Radar,31,33,1015,24,37,889,5,18,89,0,0,0,1,21,21,1,16,16
2015,SJU,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,SLC,Towers with Radar,60,25,1508,32,27,848,18,21,370,0,0,0,8,28,225,2,33,65
2015,SMF,Towers with Radar,1,15,15,0,0,0,1,15,15,0,0,0,0,0,0,0,0,0
2015,SNA,Towers with Radar,454,19,8662,1,15,15,30,20,607,0,0,0,410,19,7611,13,33,429
2015,STL,Towers with Radar,22,42,930,22,42,930,0,0,0,0,0,0,0,0,0,0,0,0
2015,TEB,Towers with Radar,4435,42,187003,943,64,60720,2968,36,106980,36,31,1103,189,33,6311,299,40,11889
2015,TPA,Combined TRACON & Tower with Radar,90,57,5124,83,59,4933,6,25,152,0,0,0,0,0,0,1,39,39
2015,TUS,Towers with Radar,2,21,42,0,0,0,1,16,16,0,0,0,0,0,0,1,26,26
2015,VNY,Towers with Radar,182,22,4056,3,26,79,90,24,2119,0,0,0,4,30,121,85,20,1737
2016,ABQ,Combined TRACON & Tower with Radar,14,22,314,1,23,23,12,22,258,0,0,0,1,33,33,0,0,0
2016,ANC,Towers with Radar,69,21,1479,30,22,661,2,29,57,5,24,119,12,21,247,20,20,395
2016,ATL,Towers with Radar,5672,44,249286,4363,50,219676,1029,23,23287,0,0,0,195,22,4213,85,25,2110
